,text,username,emoji,t_luggages,t_flight_delays,t_flight_bookings,t_club,t_customer_service,t_in-flight,t_seatings,f_enquiry,f_compliment,f_complaint,f_info,s_positive,s_negative,s_neutral
2748,Weird - I just tried to book too LOL,theregos,,,,,,,,,,,,,,,
2749,"@British_Airways hi BA, we have booked to fly with you to the Dom Rep, I can’t see how to pay to select seats however? We’ve a young family so happy to pay but rather ensure we sit together",jabrooks85,,,,,,,,1,1,,,,,,1
2750,@British_Airways can Avios be used for flights plus hotel packages pls.,ArgyleMik,,,,1,,,,,1,,,,,,1
2751,All better today?,foursavageboys,,,,,,,,,,,,,,,
2752,@AmericanAir have someone DM me. I am at the Nashville airport. My suitcase was destroyed on the way down and I am being passed around by your “customer service” reps and I am not getting any help. Last time I fly with you.,lazachy09,,1,,,,,,,,,1,,,1,
2753,The Southwest airplane is so beautiful the colors are beautiful - Thank you to the workers for such a wonderful airlines :-),Sylvia53992032,,,,,,,1,,,1,,,1,,
2754,@AirAsiaSupport hi.. I have been DM you all but there is no feedback.. Please.. It almost near to my flight date,fatihah39014338,,,,,,1,,,1,,,,,1,
2755,Sure. Religion is a choice.,breakdown62,,,,,,,,,,,,,,,
2756,Join us in celebrating 100 years of @British_Airways #BA100 https:// twitter.com/British_Airway s/status/1091297682528837632 …,rungatwick,,,,,,,,,,,,,,,
2757,Maybe handout surgical masks to everybody in order to allow for protection against the influx of antivaxers drawn to Delta by this source of pseudoscience,FredSondheim,,,,,,,,,,,,,,,
2758,What a great experience for our CTE students! Thank you @AmericanAir #MiamiCTEMonth @drldiazhttps://twitter.com/Baker_Aviation/status/1093623655358259200 …,CTEMiami,,,,,,,,,,1,,,1,,
2759,@Delta is trash https://twitter.com/BoingBoing/status/1091315173653184520 …,paulmguest,,,,,,,,,,,1,,,1,
2760,#When @British_Airways cancel your flight. And the contact centre hang up on you when you go to rebook. And for a frequent flyer #executiveclub . #changingmyairline ?,Julian_Woolford,,,,,,1,,,,,1,,,,
2761,@AirAsiaSupport what is the latest time to drop baggage for international flight? An hour before departure time or boarding time?,isaacromromeo,,1,,,,,,,1,,,,,,1
2762,"I chat all the time with @AmericanAir, and almost all the time, they’re productive and helpful conversations. @GSPAirport also has done a terrific job of keeping its ear to the ground ...",ChrisStrub,,,,,,1,,,,1,,,1,,
2763,Geez! You are EVERYWHERE bro!! @SouthwestAir newest ambassador always on the move!,BakySoumare,,,,,,,,,,,,,,,
2764,"Sir, but your customer service rep doesn't have power to waive off the Baggage fee. That's why I'm requesting resolution within 12 hours. Please understand. @AirAsia , @AirAsia_IN, @AIRASIA_CEOSH.",mohitsinghal717,,,,,,1,,,1,,,,,1,
2765,@AmericanAir thanka for delaying the flight I could finally get home on after canceling 3 flights on me... this has got to be a joke,boydeeze,,,1,,,,,,,,1,,,1,
2766,"Canceled flight, rebooked, board plane, unload, wait, reload, wait and now sit on tarmac. A+ for today’s travel day! Shoot me now! We haven’t even started our 5 hr flight! @AmericanAir",KeyleeStyle,,,1,,,,,,,,1,,,1,
2767,LOVE FLIGHT CANCELLATIONS. THANKS @AmericanAir,b_pezzuti,,,1,,,,,,,,1,,,1,
2768,What do you think happened? Do you think they arrested the man who assaulted him? Would he be talking about this via twitter?,JAlgahmi,,,,,,,,,,,,,,,
2769,I’ve sent my details multiple times and no one checks it. Every single time you’ll ask for the same data and never reply. What’s going on @AirAsiaSupport ?? pic.twitter.com/4EmUwMlT3x,sonamraheja_13,,,,,,1,,,,,1,,,1,
2770,Pot meet kettle,HahaDABO,,,,,,,,,,,,,,,
2771,Uh oh. Getting ready to head home shortly. Worried about updates like this.,mediaguy,,,,,,,,,,,,,,,
2772,Makes a lot of sense that @DeltaAssist @Delta won't let you use a buy 1 get 1 ticket last min when a family member has passed and flights are $850 per ticket #terriblecustomerservice,hollstubbs,🤬,,,1,,,,,,,1,,,1,
2773,@SouthwestAir hi there — is there any way to get help online? I called the 1-800 number and the wait time is 120 minutes with no call back option.,charles_baker,,,,,,1,,,1,,,,,1,
2774,@Delta beyond disappointed in my flight being cancelled. Then adding a stop without any notification. Downgraded for a full fare flight and no apologies.,shainfeldlaw,,,1,,,,,,,,1,,,1,
2775,@AmericanAir you absolutely suck top to bottom,ThadeousC,,,,,,,,,,,1,,,1,
2776,I appreciate the response. Thank you.,IAmMikeEdwards,,,,,,,,,,,,,,,
2777,@Delta @IGGYAZALEA thanks a lot @Delta you give priority access through customs to @IGGYAZALEA and us “regular customers” miss connecting flights! Awesome customer service..... will never fly delta again!,augier22,,,1,,,,,,,,1,,,1,
2778,@AmericanAir we have sent 2 emails. Reference #1-28076267527. January 27. Please respond. Needing help on hotel for Flight change made by you.,bobbie3319,,,,1,,,,,1,,,,,1,
2779,"Hello @Delta. Quick question, when booking flights using a companion certificate, is AMEX is only payment option? I don't see any other option. Thanks for any help.",SmyrnaStack,,,,1,,,,,1,,,,,,1
2780,I have to say @delta doing alright (please give me miles corporate overlords),TheTysonsCorner,,,,,,,,,,1,,,1,,
2781,"@Delta If I book a flight tonight with Skymiles and it is cancelled due to weather, can I rebook according to the inclement weather policy?",SandsDO,,,,1,,,,,1,,,,,,1
2782,Pleasant from beginning to end! The new terminal at LGA is gorgeous,jkalikow,,,,,,,,,,,,,,,
2783,I did that online this morning. When should I expect to hear back,aprothfuss32,,,,,,,,,1,,,,,,1
2784,The fact that there is no water for the sinks when I traveled with them last weekend was It’d been like 15+ years since I traveled with them. Looking forward to never boarding another plane.,sueqhaslett,😖,,,,,,1,,,,1,,,1,
2785,@SouthwestAir you guys are fucking scum for not grounding the planes earlier,RouletteKing4,,,,1,,,,,,,1,,,1,
2786,I think your in safe hands,socityjim,,,,,,,,,,,,,,,
2787,Ehh still no dm. You clearly said you would help if I messaged you. That was a lie. I met you in the dm. I’m here. Where are you?!?! @AmericanAir pic.twitter.com/EHZIAy0aaF,FVPetro,,,,,,1,,,,,1,,,1,
2788,"Wow, Rocky. You're the hero that the people need. Rocky 2020",CJ_Cunningham_3,,,,,,,,,,,,,,,
2789,Time will tell Mike. Gots to go check out the prices with the ole gal @SpiritAirlines again first though.,SteadyOnTwitch,,,,,,,,,,,,,,,
2790,"My latest (in Italian) for Forbes. On @SouthwestAir , Herb Kelleher and his friendly managerial style. #HonoringHerbhttps://twitter.com/ForbesItalia/status/1083278210383544320 …",cac_giovanni,,,,,,,,,,,,,,,
2791,"First time flying @AmericanAir in years. Flight already delayed twice, now gonna miss our connection, and there’s nobody working any of the desks to help us #nowirememberwhyiflydelta",accauthen,😑,,1,,,,,,,,1,,,1,
2792,The queen of riding airplanes,thatssomickey,👑 ✈️,,,,,,,,,,,,,,
2793,Where you sitting in 1st class?,jshawk1,🤷🏻‍♂️ 💨 ✈️,,,,,,,,,,,,,,
2794,Airbus craft only?,BetoWolfey,,,,,,,,,,,,,,,
2795,. @SouthwestAir seeks Instagram influencers: http://bit.ly/2URYkJW,MobileMktrDaily,,,,,,,,,,,,,,,
2796,Met a great flight attendant Marti on DL 1100 @Delta. She was so nice and accommodating! Thank you Marti! You’ve made my day!,neveren46132372,,,,,,,1,,,1,,,1,,
2797,@SouthwestAir please hold flight 3850 so we can get our spring break on!,pearlrussell,,,,1,,,,,1,,,,,,1
2798,Infrastructure week again,shellie_sh,,,,,,,,,,,,,,,
2799,@British_Airways hello you don’t seem to be answering the phone and I can’t find what I need online can someone help me.,Topfluffer,,,,,,1,,,1,,,,,,1
