,text,username,emoji,t_luggages,t_flight_delays,t_flight_bookings,t_club,t_customer_service,t_in-flight,t_seatings,f_enquiry,f_compliment,f_complaint,f_info,s_positive,s_negative,s_neutral
1446,I just want to see my beloved babies ;____;,robochai,,,,,,,,,,,,,,,
1447,the flight is now showing as delayed. can you confirm if the aircraft is in MIA?,littlewinky,,,,,,,,,,,,,,,
1448,I’ve been with @SouthwestAir for a while and they treat you fair. Not fancy but fair. And their terminal at lax has a Chick-fil-A.,BillyWayneDavis,,,,,,,,,,,,,,,
1449,@Delta how can I find out if my flight will be impacted by the #Boeing737Max ???,runbutterfly1,,,,,,,,,,,,,,,
1450,"@Delta gave me a Tumi bag for my million miler gift. And thank me every flight. When I call in they say. “You are so close to 2 million, thank you!”",DiegoAlabama,,,,,,1,,,,1,,,1,,
1451,What happened? I thought Delta was the worst? At least you don’t get beaten on your flight.,SaltySoldierVet,,,,,,,,,,,,,,,
1452,"I had a cub once, fun to fly - and really cold in the winter -)!",therightrisk,,,,,,,,,,,,,,,
1453,"Moments. So many moments. • Looking back at my life at almost 30, it’s crazy to think how many MOMENTS I didn’t miss thanks to @southwestair. Birthdays, Bachelorettes, Girl Trips, Trips… https://www.instagram.com/p/BuPunj1Fxwn/?utm_source=ig_twitter_share&igshid=1yldj41zzcgv …",thenuevalatina,💕,,,,,,,,,,,,,,
1454,That's great; many thanks,londoner_007,,,,,,,,,,,,,,,
1455,Thanx! #booked,Yaardiegurl,,,,,,,,,,,,,,,
1456,"@AmericanAir sitting at the gate waiting for our family vacation. Lines were ridiculously long, plane already being diverted to Albuquerque for fuel and now fuel pump not working. What’s wrong with this airline!!!",JenWard19695022,,,1,,,,,,,,1,,,1,
1457,I am trying but the whole system seems down - don’t know what to do. I appreciate they offered the switch but now I’m just in the hotel spending hours trying to make online work- and their phones are down. So not sure what to do now,GeoffMarslett,,,,,,,,,,,,,,,
1458,@SouthwestAir is the inbound going out as 3323 dca to okc still on as scheduled? Or is it in danger of cancelling?,DaAsIaNkAhUnA,,,1,,,,,,1,,,,,,1
1459,Delays suck but proactively passed out vouchers before anyone even has a chance to complain does not! thanks @SouthwestAir !,Clairestotle_,✈️ 🤛,,1,,,,,,,1,,,1,,
1460,"Glad to received""like"" from @british_airways at Chinese Weibo. https://www. instagram.com/lyf19940126/p/ BuSz0eLgGqN/?utm_source=ig_twitter_share&igshid=17mxg67sovwym …",lyf19940126,,,,,,,,,,,,,,,
1461,@AmericanAir can I ask how are you going to turn this around?,RoBearHanley,,,,,,,,,,,,,,,
1462,Tell me how. I’ve looked and haven’t found it.,JLynnHammer,,,,,,,,,,,,,,,
1463,"No matter how bad it gets, as long as the profit continues to roll in, this group of self servers will run this thing the way they see fit Profits = Happy board members = Happy executives = Happy shareholders Tough to break up this party",paauilo11,,,,,,,,,,,,,,,
1464,Simply pathetic. We are at gate at 1:24. You’ve pulled out of the gate. Couldn’t wait one minute! Couldn’t wait one minute.,TimothyOHare,,,,,,,,,,,,,,,
1465,That's bogus af!,iamjustpatrice,,,,,,,,,,,,,,,
1466,"Yes, compared to other airlines, y’all rock. But I dread flying every time because it’s so cramped and expensive. At least y’all have WiFi",jamesfranklinw1,,,,,,,,,,,,,,,
1467,"Had the worst experience with @AmericanAir res agents. Never been treated so poorly, left me in tears. As @AmericanAir Advantage members for years, my husband and I now taking our business elsewhere. Really piss poor customer service @AmericanAir and I’ll be spreading the word.",MichSmish,,,,,,1,,,,,1,,,1,
1468,@AmericanAir Flight 5468 to GSO - teach your flight attendant crew some manners! Wow - whatever happened to customer service??????,LewPharmD,,,,,,1,,,,,1,,,1,
1469,I have not received any email regarding this. Please send it asap. I am waiting.,iAmsAngitA,,,,,,,,,,,,,,,
1470,Any update?,JoelSwedlove,,,,,,,,,,,,,,,
1471,Yup. I am gonna miss my uncle’s funeral@because of @SouthwestAir,misplacedpants,,,,,,,,,,,,,,,
1472,Stories like this is why I love my company so much! So inspiring #lovedelta,brew64,,,,,,,,,,,,,,,
1473,If I find that a flight I've already booked is on this aircraft can I change without penalty?,MisterScruffy,,,,,,,,,,,,,,,
1474,Ugh such a bummer! I understand these flights get cancelled but they should be trying everything possible to get you to your destination even if that means connecting you with a diff airline,tessfranz,🙄,,1,,,,,,,,1,,,1,
1475,That Britain mate let’s just say some people can be ass holes,HollieY95946180,,,,,,,,,,,,,,,
1476,@British_Airways ☚ WHO killed Concord ?,LALuke2,,,,,,,,,,,,,,,
1477,Day 8 @British_Airways of missing bag..... it just gets better. “Your bag is in Manchester airport air but you have to collect it”!!! So off I go to the airport and guess what.......no bag! @British_Airways #CustomerService,glimmo22,,1,,,,,,,,,1,,,1,
1478,"Shout out to Dave and the entire crew on @Delta flight 73 about to arrive in ATL. Amazing service, hope to see them again on another flight.",lmsalman,,,,,,1,,,,1,,,1,,
1479,Can’t wait for @SouthwestAir to get final approval to @IFlyOAKland See you soon #Hawaii,Nancydbrown,✈️ 🐳 🐠,,,,,,,,,,,,,,
1480,"Well, Missouri. But let us know if you need some help.",mckeetr,,,,,,,,,,,,,,,
1481,I take that back. I won’t even post what a flight attendant just said to me when I said I was traveling with my boyfriend.,JoshSeefried,,,,,,,,,,,,,,,
1482,@AirAsia @AirAsiaSupport @AirAsia_IN @airasiabig Team i have been following up on the PNR MQV57T as the flight has been cancelled but no response from the airasia customer support. No one picking up the calls. Want to know the refund status at the earliest.,NamanG7,,,,1,,,,,1,,,,,1,
1483,"(""Free to begin Lottery Dance with Coinstars & Card*Players at each Citywide Publix Grocery Stores (+) Money*Back Guarantee Performances"") !!",RicoRSheppard3,,,,,,,,,,,,,,,
1484,What @Delta did to my bag. Can’t make this stuff up. pic.twitter.com/6s8mNihyKG,UnityOverSelf,,,,,,,,,,,,,,,
1485,"Why don’t airlines other than @SouthwestAir board the planes from the back forward? It makes sense. Reduce people bumping, shoving and congestion in the aisles. @AmericanAir @UnitedAirlines @Delta #happypassenger #happyflight",STLIrishmn,,,,,,,1,,,,,1,,,1
1486,Mine is $105 a month,UmpireRobert,,,,,,,,,,,,,,,
1487,"Hey @SouthwestAir and @AmericanAir, would’ve been nice to take the lead/do the prudent thing and ground your 737 Max fleets before the feds finally forced you to. Opportunity missed. Spare us your now-moot, self-congratulatory “we’re all about safety” b.s.",MichaelErdman,,,,,,,,,,,,,,,
1488,ICAO type designator is still BCS1 but since Airbus bought whole thing It’s Airbus 220 now,klimchuk,,,,,,,,,,,,,,,
1489,The employee's what?,dennisupdike,,,,,,,,,,,,,,,
1490,Somebody get me a part time job at @Delta,Abby_botten,,,,,,,,,,,,,,,
1491,Hey Delta What’s up with that? I’ll wait,BLhasdogs,,,,,,,,,,,,,,,
1492,Good on you!pic.twitter.com/d91H5GvVHZ,Corn_Huskers,,,,,,,,,,,,,,,
1493,"@Delta any news on delays out of SeaTac? I am flying out in a few hours and have tight connection on my second leg, and am curious the average delay you are experiencing",HappyWalletAdv,,,,,,,,,,,,,,,
1494,Honestly @SouthwestAir where are you? Is my family even safe in your planes? Why will you not respond?,bmaz,,,,,,,,,,,,,,,
1495,Dm'ed you!,12voltman618,,,,,,,,,,,,,,,
1496,"""In 2009, Willie Walsh, then head of @British_Airways , abandoned the policy of choosing wines on the basis of what they tasted like, cutting costs by appointing a single exclusive supplier for each of the three classes” https:// on.ft.com/2BNJixq",MrDylanCollins,,,,,,,,,,,,,,,
1497,Delta connection. Flight operated by a regional carrier.,stephenivey1990,,,,,,,,,,,,,,,
1498,"Hey @SouthwestAir is there a glitch on your website, or is there really zero service from ORF to ELP for the entire month of May 2019?",krwedemeyer,,,,1,,,,,1,,,,,,1
1499,@SouthwestAir how do i manage a reservation for only 2 of our 6 people on the ticket?,Loerchy,,,,1,,,,,1,,,,,,1
1500,This happened to us once because of the type of the ticket we purchased but we didn't realize at the time. They had my wife and I separated from my 8yo/2yo. Luckily they were able to make it work and we ended up together but couldn't believe that was even allowed.,jesseyoungmusic,,,,,,,,,,,,,,,
1501,@Americanair lost my bags because they are terrible at the most basic of jobs.,Anti_twatwaffle,,1,,,,,,,,,1,,,1,
1502,All United American and delta flights made it weird,Lew54Lee,,,,,,,,,,,,,,,
1503,"Have a safe flight home Marco My 12 year old son @DavidMaharg is overjoyed he had the pleasure meeting you at the weekend, A dream come true for him to meet one of his idol's. He's so greatful you signed his New football Thank you very much take care . pic.twitter.com/bqpPNBYxqC",Mummyto3beautys,,,,,,,,,,,,,,,
1504,"Yeah... I'm cutting down generally on travel, hence I'd kind of like to hit gold this year as it means I won't realistically need to even hit 600TP for 2.5 years to retain Silver+.",michaelcullumuk,,,,,,,,,,,,,,,
1505,"I mean they have given us some accommodations, but they do not include free wi-fi. I am a college student and I cannot be behind with my assignments. There needs to be a system where the pilots have to punch in and out their flight hours, so it wouldn’t be an issue.",PikaWolf765,,,,,,,,,,,,,,,
1506,"Was it for operational reasons that my coworker, who checked in with a seat toward the back of the plane, somehow ended up with a seat in (wait for it) the exit row?",BradWBurt,,,,,,,,,,,,,,,
1507,. @SouthwestAir is OPEN SEATING?! Never have i ever had so much social anxiety,sophianjune,,,,,,,,,,,,,,,
1508,I hate @UNITEDA1RLINES . Wish @SouthwestAir flew to Europe.,PameladeVeer,,,,,,,,,,,,,,,
1509,"Boarded a flight before 8AM this morning, the plane is full. An hour later, we still have no pilot. How does that happen??? No idea when we will actually take off now. @AmericanAir #AA1915",Kferg87,,,1,,,,,,1,,,,,1,
1510,Yes yes,LourdesVon,,,,,,,,,,,,,,,
1511,"Hey @ODUWomensTennis, we’re flying from ATL with the Univ of Memphis WomensTennis on @Delta",dadofsamandclay,,,,,,,,,,,,,,,
1512,@SouthwestAir this is ridiculous. On my way to the lobby to check out and head to the airport to catch flight 586... cancelled. The next open flight out is at 8pm landing at nearly 11pm. Ive got a 3 month old bf baby at home who is running out of freezer stash! Beyond upset rn. pic.twitter.com/WTjDqARZdB,maggiofkammelot,,,1,,,,,,,,1,,,1,
1513,hawaii natives every time another plane lands pic.twitter.com/EwmfV9jcaR,brittanymajette,💀 😂,,,,,,,,,,,,,,
1514,Obviously that idiot does not listen to good music.. must be one of those Kenny G type people... Lol no offense to Mr G himself,talionStalion,,,,,,,,,,,,,,,
1515,@AmericanAir thanks for four different planes with maintenance problems. 14 hours at LAX that ended with a canceled flight. #Flight552 what a crap operation...inept... never again.,petry_alyssa,,,1,,,,,,,,1,,,1,
1516,"Paging @paulmcmahan are you traveling today, good sir?",DaveJAndrews,,,,,,,,,,,,,,,
1517,@Delta Where is the service hub located at CVG Airport??!,Ready_Set_Glamm,,,,,,,,,,,,,,,
1518,"Why? What are YOU gonna do, strap on a set of wings?",BucDfromWV,🤣 🤣 🤣 🤣 🤣 🤣 🤣,,,,,,,,,,,,,,
1519,Damn can they at least offer us some water? Or turn on the air? Heeeeeelp us!,jenlschreiber,,,,,,,,,,,,,,,
1520,"@AmericanAir & @SouthwestAir are about to live a social network nightmare after their responses to customers over the past few days & now being forced to ground the planes I hope the airlines buy their Customer Support Reps tons of coffee to get through it all, they'll need it!",aysuozgur92,😅,,,,,,,,,,,,,,
1521,Hi Ed. If you have delta contact we can serve any kosher mail.,ONEKOSHER1,,,,,,,,,,,,,,,
1522,"All this eulogising over @British_Airways is a bit OTT, particularly as they are about the worst for service and aftercare. An airline that definitely can’t be relied upon",PJPollockVet,,,,,,,,,,,,,,,
1523,They just told us we’re on a “permanent delay” cause of conditions in Omaha. Please please please let the Phoenix passengers go!!!,LLcoolWood,,,,,,,,,,,,,,,
1524,@SouthwestAir I can’t finish my check in process for my flight to Texas. The website or app will not let me proceed passed the retrieve screen. Help?!,tylerqboggs,,,,1,,,,,1,,,,,,1
1525,Wednesday. Why are you there? Say yes.,angelakay629,,,,,,,,,,,,,,,
1526,"I'm glad he's ok, I'm freaking out myself because my mom and her husband have a flight in 2 weeks to dubai. I made damn sure she call and get info asap on those flights!!!",Sophtuch18,🙏 ❤,,,,,,,,,,,,,,
1527,"I’m done with them. Damn near ruined our spring break and cost us almost $1000 for nothing. Nothing but empty platitudes and insulting, fake apologies. Hope your parents have a good trip #southwestair #southweststorytellers #noluv",vance63306972,,,,,,,,,,,,,,,
1528,Fuck,Danzo_Op,,,,,,,,,,,,,,,
1529,"@Delta we were on flight #407 today (ZRH-JFK) and have been waiting on our luggage for 50+ minutes and counting. As a medallion member, this is not the type of service expected from you all.",curaider16,,1,,,,,,,,,1,,,1,
1530,Babe!,BLazarus22,,,,,,,,,,,,,,,
1531,@AmericanAir flight 2330 maintenance issue for the second time in a month. WHYYYYYYY,laurencanteven,,,,,,,,,,,,,,,
1532,@Delta you are amazing! Thank you for helping me with my flights!,gryphongirl,,,,,,,,,,1,,,1,,
1533,@Delta i need help i booked a flight but i didn’t receive a confirmation number and the page reloaded PLEASE I NEED HELP ASAP,alwayslostlol,,,,1,,,,,1,,,,,1,
1534,Thank you! Please pass along a special shoutout to Keisha and Crush at RDU Gate 5.,Krockpot,,,,,,,,,,,,,,,
1535,"Not the case, I was degraded at the gate! #degraded",aquintanarondon,,,,,,,,,,,,,,,
1536,You can ask me how I connect to the world as a musician.singer since the 1990's.,nightowlrradio,,,,,,,,,,,,,,,
1537,@tonyfernandes @airasiabig @AirAsia sah hbs checking? Bila nk update?xhbs2 update.checking.update.checking,EismaYapeim,,,,,,,,,,,,,,,
1538,"@SouthwestAir just sent us, along with everyone else on our flight, a generous voucher for the inconvenience of a 4-hour delay of our flight from LaGuardia to DFW on Sunday.",CoachJayeA,👏,,1,,,,,,,1,,,1,,
1539,"I like cheap flights, but you couldn't pay me to fly on a Max 8 or 9 right now.",crackid0,,,,,,,,,,,,,,,
1540,"I have received an email saying my booking is http://cancelled.You guys have provided options of rebook, refund but has not provided the procedure....pls reply i had a booking on this coming Sunday",Vaamakshi18,,,,,,,,,,,,,,,
1541,"@British_Airways needs to teach their staff better bedside manners. The attitude & arrogance from the check-in desk all the way to every single flight attendant on our flight. Mind you, I’m traveling business class. How do you think they treat families traveling in coach.",denisevasi,,,,,,1,,,,,1,,,1,
1542,"Knowing you fly home often. How many airlines, airport, and TSA employees do you know by name? MONRGA",WWFFD11,,,,,,,,,,,,,,,
1543,@AmericanAir treats ita customers very poorly. It feels as if they are doing you a favor by flying you as if you weren’t paying for it. Ms. Basette was abusing her power by forcing me to check a back I always take in a small shuttle. It’s just disgusting,yurig79,,,,,,1,,,,,1,,,1,
1544,"It appears the TSA workers are starting to bail, I expect Air Traffic Controllers won’t put up with no pay much longer. Do you think McConnell will do his job and allow the republicans to vote to reopen gov., when air travel is no longer possible?",beth_sandpoint,,,,,,,,,,,,,,,
1545,Entire flight with @AmericanAir from ROA to LAS and back was a disaster. Very disappointed in my experience as an AAdvantage cardholder with Platinum Pro status.,pabooth89,,,,,,,,,,,,,,,
1546,Could've been all the chocolate...? HAHA. Have a GREAT flight (when it decides to take off).,SkylarGroup,,,,,,,,,,,,,,,
1547,"Hi Marta, sorry for your loss. Had the same issue with flights and I called the airline directly until I spoke with a great rep. It was @AmericanAir and they helped me get passed the debacle that @FlightHub is. Good luck to you - it was a fight for sure",PhilVergeire,,,,1,,,,,,1,,,1,,
1548,Just boarded my @SouthwestAir flight to @assahq!,PatrickJGavin,,,,,,,,,,,,,,,
1549,"Apparently @SouthwestAir can cancel you flights without notice. As of now I'm out a few grand on flights, event tickets, and rooms. #airline #crooks #nosolutions",mjbtaco,,,,1,,,,,,,1,,,1,
1550,@AmericanAir @Finnair where can I go to file report about damaged suitcase?,Dellygal,,1,,,,,,,1,,,,,,1
1551,Our 2 year old daughter lost her most precious lovey “lion” on the flight. We filed a lost claim but are desperate to get it back for her. We fly this route every month to visit daddy who is stationed at Camp Lejeune and we just lost track of Lion this time around.,Lilapalooz,,1,,,,,,,,,,1,,,1
1552,Stunning!!,premarketliz,,,,,,,,,,,,,,,
1553,"@SouthwestAir So, how can I get a flight to Hawaii not out of CA?!?!?",Awesomesauce_Me,,,,1,,,,,1,,,,,,1
1554,All aboard @SouthwestAir flight 1818 to Tampa! Choir tour not sponsored by Southwest (yet). #IWUChoraleTour2019 @IWUMUS #masterchinnsadventures,davychinn,,,,,,,,,,,,,,,
1555,"Hi @British_Airways . Happy 100th! I fly to Austin, Texas on 22 May and return 8 June. I’ll be celebrating my own significant birthday while I’m out there. What are my chances of receiving an upgrade from the world’s best airline? #YesIAmThatShameless #DontAskDontGet",HuwJenkins79,,,,,,,,,1,,,,1,,
1556,"Every time I decide to try flying @AmericanAir I assume my past problems have been exceptions, not rules. Once again, I’m proven wrong. Never again. #delayedflights #poorcustomerservice -maybe there are places I will just stop flying to in order to avoid this mess of an airline",KernMcFadden,,,1,,,,,,,,1,,,1,
1557,I got anniversary reward points! Omg @SouthwestAir pic.twitter.com/61817RktwC,Kay_Jeaux,,,,,,,,,,,,,,,
1558,@AmericanAir how do you cancel a flight within 24 hours of booking?,steffuhkneee,,,,,,,,,,,,,,,
1559,I really respect the way you speak. Very well educated. Thank you for understanding what I am saying.,MaryPetrakis,,,,,,,,,,,,,,,
1560,No and so i call the french service who say that i should remakes this booking but i afraid these bookings are paid twice,ValentinRoumy,,,,,,,,,,,,,,,
1561,"I remember my #FirstFlight I was 6-yrs-old a military child. I flew by myself from Philadelphia, Pa. to San Diego, Ca. I remember getting pilot wings and lots of snacks. I was so excited. I’m pretty sure I flew @AmericanAir they were a great airline for solo child travelers.",ebonyajohnson,,,,,,,,,,1,,,1,,
1562,Excited to be flying to Memphis for the day but equally excited to be flying @Delta Comfort+ on an MD90 with awesome flight attendant Michael! pic.twitter.com/Sz9AGkZIqu,matthewd_wilson,,,,,,,,,,,,,,,
1563,Yes they are! Booked together but my non-medallion companion booked them.,KatiePennell,,,,,,,,,,,,,,,
1564,"@AmericanAir the worst ever! flight to SFO is delayed, no upgrade, nothing.",viktorscorner,,,,,,,,,,,,,,,
1565,People like you love to be offended and call people out. It's like you get intoxicated by the self- righteousness. Is it that addictive.,ColinRobertBuc2,,,,,,,,,,,,,,,
1566,When your bags don’t make it on your connecting flight because your plane jet bridge moves early and the plane attendant waves away the baggage cart thanks @AmericanAir next time I will pack my make up on my carry on #airlineproblems #badday,nikiwithglasses,,,,,,,,,,,,,,,
1567,Wowow really @AmericanAir you're ghosting me??? Not cool!,katherinedaley1,,,,,,,,,,,,,,,
1568,Nothing to check - Day/Schedule is already ruined/Washed out. I’m expecting some miles or travel voucher for this.,CrayonNC,,,,,,,,,,,,,,,
1569,@SouthwestAir I have been on hold for an hour and are call just got disconnected with group reservation is there someone who can reach back out to me right now!,_JacquelynAnn,,,,1,,,,,1,,,,,,1
1570,"Very PC, but not bad all the same . . . Happy Birthday @British_Airways https:// twitter.com/British_Airway s/status/1091297682528837632 …",Trayset,,,,,,,,,,,,,,,
1571,LOL Woj and Shams are definitely not talking about the irrelevant Suns,mandyreports,😂 😂 😂,,,,,,,,,,,,,,
1572,This list - will be interesting to check on the stockmarkets tomorrow.. https://en.wikipedia.org/wiki/List_of_Boeing_737_MAX_orders_and_deliveries … @Ryanair - @Fly_Norwegian - @SouthwestAir - @vietairtv - @flyspicejet,vonsorgenfri,,,,,,,,,,,,,,,
1573,Well said! It's absolutely ridiculous!!!,jladam43,,,,,,,,,,,,,,,
1574,"#Boycott @AlaskaAir @Delta @United. You are the PROBLEM! Fly over Port of Tacoma or Puget Sound instead of our homes, schools and churches! What if someone built a superhighway over your home? @SeaTacAirport @PortofSeattle #QuietSkies #flygfritt2019pic.twitter.com/i7TcfituJt",GerryWieder,😣,,,,,,,,,,,,,,
1575,". @British_Airways if you say 'afternoon tea' on your menu, you can only imagine the disappointment for an English person when you serve pizza... pic.twitter.com/9CUXxydfVL",mathickman,,,,,,,,,,,,,,,
1576,"@AmericanAir now I want a refund, as per previous tweet!!! Please message me for my AA numbers!!!",tjcarb23,,,,,,,,,,,,,,,
1577,I go from having a comfortable itinerary with a hour and a half LO to now a 30 min LO in ATL. And because I have c63 now I’m in the back of the plane. A little consideration for your top tier customers would be appreciated.,Bigtopher,,,,,,,,,,,,,,,
1578,That’s what you get for flying @AmericanAir,TorEkelandPLLC,,,,,,,,,,,,,,,
1579,Hey @SouthwestAir the @Delta mobile app tells me when my luggage has been loaded on the plane and I can check its status. Y'all need to include this on your app.,mstriciareilly,,1,,,,,,,,,,1,,,1
1580,just another reason I refuse to fly @AmericanAir and I fly a lot #worstintheair,ericrichardson8,,,,,,,,,,,,,,,
1581,So I will get my preselected seat fee back?!?!?,whiteboylorin,,,,,,,,,,,,,,,
1582,"@SouthwestAir This route gets me to MCI tomorrow by 12:45 PM. My confirmation which was cancelled was SIYVZ4 (it was SFO to MCI via LAX, the second leg got cancelled.) Please, please get me on this flight. pic.twitter.com/oPqPhuxBuv",maxb829,,,1,,,,,,1,,,,,,1
1583,Those boys can't handle getting up before the sun rises. Saw it when Clifford got up at 3:45.,glen_parkhurst,,,,,,,,,,,,,,,
1584,same smiles....enjoy yourself and if you win enjoy yourself more.,ceelle1,,,,,,,,,,,,,,,
1585,When you’re at the airport on a Saturday night and all you want is to be at home. @AmericanAir pic.twitter.com/sUb2ydu694,JohnMQC,,,,,,,,,,,,,,,
1586,Reach out to who? When I called I was told by the rep that they could only help with rebooking her flight. “Accommodations are handled by the staff at the airport.”,MetalBizProf,,,,,,,,,,,,,,,
1587,@AmericanAir customers service is non-existent. I've waited since November to get a response!,Myishia76,,,,,,1,,,,,1,,,1,
1588,Less than one week till our honeymoon. First time flying with @British_Airways #Honeymoon #vegasbaby,stephymcdonald,,,,,,,,,,,,,,,
1589,You can't hook up with the crew if you don't exchange numbers.,HarleyChadly,,,,,,,,,,,,,,,
1590,its duck tape...have the pictures,martinkohatsu,,,,,,,,,,,,,,,
1591,"@AirAsiaSupport for baby/infant below 2 yo, is it any charges will be include for boarding?",AnakBuahDen,,,,,,,,,1,,,,,,1
1592,. @southwestair nonstop #BUF #MCO #WingWednesdaypic.twitter.com/Wgbnr0fhsy,BUFAirport,➡️,,,,,,,,,,,,,,
1593,"Dang, I wish I had seen this before I left for work. I could've grabbed my Taylor for you to borrow at least for tonight.",ChrisKDavidson,,,,,,,,,,,,,,,
1594,"for those that received confirmation email without seating details, Ticket Pop finally called me back and told me my seats and sent me an email with that.",ncruzpr,,,,,,,,,,,,,,,
1595,"Nice easy transition @HeathrowAirport this morning on my way to #Madrid with @Iberia airlines, nice friendly staff in the airport as always nice friendly staff @Iberia @British_Airways I even managed to get onto an earlier flight, that’s a win @HSBC_UK #iLoveServiceWithASmile pic.twitter.com/qzGGlrpj32",FlyingPassenger,,,,,,,,,,,,,,,
1596,@SouthwestAir going on three hours! My husband is also waiting... https://twitter.com/NabihaQureshi/status/1094676543610281984 …,NabihaQureshi,,,,,,,,,,,,,,,
1597,@AmericanAir can you tell why flight 2489 is delayed? None of the crew is updating the passengers,GWP810,,,1,,,,,,1,,,,,,1
1598,Best is yet to come. Wait until Aunt Lynn takes a dump n they shut the bathrooms down!!,RobertJPayetteJ,,,,,,,,,,,,,,,
1599,@British_Airways I only ever type on twitter when I get customer service so bad that my skin burns. I just got off the phone with Loronzo (no last name or reference given although I asked) from BA bookings ... OMG so rude and unprofessional!!!!,Aaron_Moh,,,,1,,,,,,,1,,,1,
